,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",First Author,URL,Author count,ResearchGate_Link,university/institution,Location,Citations,Research Interest Score,index
102,"Chih-Yu Peng, Hui-Wen Yang, Yin-Hung Chu, Yu-Chao Chang, Ming-Ju Hsieh, Ming-Yung Chou, Kun-Tu Yeh, Yueh-Min Lin, Shun-Fa Yang, and Chiao-Wen Lin",Caffeic Acid Phenethyl Ester Inhibits Oral Cancer Cell Metastasis by Regulating Matrix Metalloproteinase-2 and the Mitogen-Activated Protein Kinase Pathway,"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 732578",10.1155/2012/732578,2012,,,1.0,,,Duplicated microscopy panels,1,6/16/2001,,1.0,,1,Chih-Yu Peng,https://pubmed.ncbi.nlm.nih.gov//27433184/,10,https://www.researchgate.net/publication/234134892_Caffeic_Acid_Phenethyl_Ester_Inhibits_Oral_Cancer_Cell_Metastasis_by_Regulating_Matrix_Metalloproteinase-2_and_the_Mitogen-Activated_Protein_Kinase_Pathway,Chung Shan Medical University,China,49,24.3,0.709
103,"Chiung-Chyi Shen, Yi-Chin Yang, Ming-Tsang Chiao, Shiuh-Chuan Chan, and Bai-Shuan Liu",Low-Level Laser Stimulation on Adipose-Tissue-Derived Stem Cell Treatments for Focal Cerebral Ischemia in Rats,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 594906",10.1155/2013/594906,2013,,,,1.0,,shifted GAPDH panels,1,10/15/2012,,1.0,,1,Chiung-Chyi Shen,https://pubmed.ncbi.nlm.nih.gov//24363769/,5,https://www.researchgate.net/publication/259450234_Low-Level_Laser_Stimulation_on_Adipose-Tissue-Derived_Stem_Cell_Treatments_for_Focal_Cerebral_Ischemia_in_Rats,Taichung Veterans General Hospital,China,15,9.3,0.717
104,"Li Li, Ji-kun Du, Li-yi Zou, Tie Wu, Yong-woo Lee, and Yong-ho Kim",Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 467245",10.1155/2013/467245,2013,,1.0,,1.0,,Multiple cases of shifted or rotated blot panels,1,3/14/2009,,1.0,,1,Li Li,https://pubmed.ncbi.nlm.nih.gov//30719058/,6,https://www.researchgate.net/publication/237844217_Decursin_Isolated_from_Angelica_gigas_Nakai_Rescues_PC12_Cells_from_Amyloid_b-Protein-Induced_Neurotoxicity_through_Nrf2-Mediated_Upregulation_of_Heme_Oxygenase-1_Potential_Roles_of_MAPK,Guangdong Medical College,China,44,21.8,0.717
105,"Nabilatul Hani Mohd-Radzman, Wan Iryani Wan Ismail, Siti Safura Jaapar, Zainah Adam, and Aishah Adam",Stevioside from Stevia rebaudiana Bertoni Increases Insulin Sensitivity in 3T3-L1 Adipocytes,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 938081",10.1155/2013/938081,2013,,,,,1,Same band seen twice in one blot strip,1,6/21/2016,,1.0,,1,Nabilatul Hani Mohd-Radzman,https://pubmed.ncbi.nlm.nih.gov//24391675/,5,https://www.researchgate.net/publication/259589058_Stevioside_from_Stevia_rebaudiana_Bertoni_Increases_Insulin_Sensitivity_in_3T3-L1_Adipocytes,Universiti Malaysia Terengganu,Malaysia,24,17.6,0.785
106,"Zhiqiang Wang, Baofang Jin, Xindong Zhang, Yugui Cui, Dalin Sun, and Chao Gao",Yangjing Capsule Extract Promotes Proliferation of GC-1 Spg Cells,"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 640857",10.1155/2014/640857,2014,,,,,1,Possibly manipulated FACS images,1,9/15/2011,,1.0,,1,Zhiqiang Wang,https://pubmed.ncbi.nlm.nih.gov//28154340/,6,https://www.researchgate.net/publication/307798255_Corrigendum_to_Yangjing_Capsule_Extract_Promotes_Proliferation_of_GC-1_Spg_Cells,,Location information not found,8,2.9,
107,"Ya-min Zhang, Hong Xu, Hua Sun, Su-hui Chen, and Fu-ming Wang",Electroacupuncture Treatment Improves Neurological Function Associated with Regulation of Tight Junction Proteins in Rats with Cerebral Ischemia Reperfusion Injury,"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 989340",10.1155/2014/989340,2014,,,,1.0,,overlapping microscopy images,1,11/15/2011,,1.0,,1,Ya-min Zhang,https://pubmed.ncbi.nlm.nih.gov//25009574/,5,https://www.researchgate.net/publication/263815257_Electroacupuncture_Treatment_Improves_Neurological_Function_Associated_with_Regulation_of_Tight_Junction_Proteins_in_Rats_with_Cerebral_Ischemia_Reperfusion_Injury/fulltext/03c4dd0a0cf23e9d800b026b/Electroacupuncture-Treatment-Improves-Neurological-Function-Associated-with-Regulation-of-Tight-Junction-Proteins-in-Rats-with-Cerebral-Ischemia-Reperfusion-Injury.pdf,,Location information not found,24,11.7,
108,"Lilian Amrein, May Shawi, Jeremy Grenier, Raquel Aloyz, and Lawrence Panasci",The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leukemia cells in vitro,"Int. J. Cancer: 133, 247_¯_¿252 (2013)",10.1002/ijc.27989,2013,,,1.0,,,Duplicated control blot panel,1,7/15/2008,,1.0,,1,Lilian Amrein,https://pubmed.ncbi.nlm.nih.gov//23850807/,5,https://www.researchgate.net/publication/233914282_The_phosphatidylinositol-3_kinase_I_inhibitor_BKM120_induces_cell_death_in_B-chronic_lymphocytic_leukemia_cells_in_vitro,Unicancer,Location information not found,39,19.4,
109,"Gong Yang, Imelda Mercado-Uribe, Asha S. Multani, Subrata Sen, Ie-Ming Shih, Kwong-Kwok Wong, David M. Gershenson, and Jinsong Liu",RAS promotes tumorigenesis through genomic instability induced by imbalanced expression of Aurora-A and BRCA2 in midbody during cytokinesis,"Int. J. Cancer: 133, 275_¯_¿286 (2013) ",10.1002/ijc.28032,2013,,,,1.0,,Overlapping microscopy images,1,1/15/2007,,1.0,,1,Gong Yang,https://pubmed.ncbi.nlm.nih.gov//26153645/,8,https://www.researchgate.net/publication/234134314_RAS_promotes_tumorigenesis_through_genomic_instability_induced_by_imbalanced_expression_of_Aurora-A_and_BRCA2_in_midbody_during_cytokinesis,University of Texas MD Anderson Cancer Center,United States,36,13.5,0.917
110,"Sujit K. Bhutia, Swadesh K. Das, Belal Azab, Mitchell E. Menezes, Paul Dent, Xiang-Yang Wang, Devanand Sarkar, and Paul B. Fisher",Targeting breast cancer-initiating/stem cells with melanoma differentiation-associated gene-7/interleukin-24,"Int. J. Cancer: 133, 2726_¯_¿2736 (2013)",10.1002/ijc.28289,2013,,,,1.0,,Overlapping microscopy images,1,4/15/2016,,1.0,,1,Sujit K. Bhutia,https://pubmed.ncbi.nlm.nih.gov//27080528/,8,https://www.researchgate.net/publication/303366218_Targeting_breast_cancer-initiatingstem_cells_with_melanoma_differentiation-associated_gene-7interleukin-24_vol_133_pg_2726_2013,National Institute of Technology Rourkela,India,39,14.9,0.607
111,"Upal K. Basu Roy, Rebecca S. Henkhaus, Fotios Loupakis, Chiara Cremolini, Eugene W. Gerner, and Natalia A. Ignatenko",Caveolin-1 is a novel regulator of K-RAS-dependent migration in colon carcinogenesis,"Int. J. Cancer: 133, 43_¯_¿58 (2013) ",10.1002/ijc.28001,2013,,,,1.0,,"Reused blot, shifted, other protein",1,7/15/2008,,1.0,,1,Upal K. Basu Roy,https://pubmed.ncbi.nlm.nih.gov//26252817/,6,https://www.researchgate.net/publication/234032042_Caveolin-1_is_a_novel_regulator_of_K-RAS-dependent_migration_in_colon_carcinogenesis,Clinical Reference Laboratory,Location information not found,51,25.1,
112,"Teresa Lorenzi, Maria Lorenzi, Emma Altobelli, Daniela Marzioni, Emanuela Mensa__, Alexia Quaranta, Francesca Paolinelli, Manrico Morroni, Roberta Mazzucchelli, Antonio De Luca, Antonio Domenico Procopio, Alfonso Baldi, Giovanni Muzzonigro, Rodolfo Montironi, and Mario Castellucci",HtrA1 in human urothelial bladder cancer: A secreted protein and a potential novel biomarker,"Int. J. Cancer: 133, 2650_¯_¿2661 (2013)",10.1002/ijc.28280,2013,,,,,1,"Reused lanes, possibly duplicated lanes",1,7/15/2008,,1.0,,1,Teresa Lorenzi,https://pubmed.ncbi.nlm.nih.gov//26252818/,15,https://www.researchgate.net/publication/236948811_HtrA1_in_human_urothelial_bladder_cancer_A_secreted_protein_and_a_potential_novel_biomarker,Università Politecnica delle Marche,Italy,34,15.9,0.882
113,"Jing Huang, Xianghua Ye, Jian Guan, Bin Chen, Qisheng Li, Xiaokang Zheng, Laiyu Liu, Shuang Wang, Yanqing Ding, Yi Ding, and Longhua Chen",Tiam1 is associated with hepatocellular carcinoma metastasis,"Int. J. Cancer: 132, 90_¯_¿100 (2013)",10.1002/ijc.27627,2013,,,,1.0,,Overlapping microscopy images; multiple cases,1,7/15/2008,,1.0,,1,Jing Huang,https://pubmed.ncbi.nlm.nih.gov//22573407/,11,https://www.researchgate.net/publication/224933355_Tiam1_is_associated_with_hepatocellular_carcinoma_metastasis,Southern Medical University,China,36,16.5,0.717
114,"Emanuela Rosati, Rita Sabatini, Filomena De Falco, Beatrice Del Papa, Franca Falzetti, Mauro Di Ianni, Laura Cavalli, Katia Fettucciari, Andrea Bartoli, Isabella Screpanti, and Pierfrancesco Marconi","c-Secretase inhibitor I induces apoptosis in chronic lymphocytic leukemia cells by proteasome inhibition, endoplasmic reticulum stress increase and Notch down-regulation","Int. J. Cancer: 132, 1940_¯_¿1953 (2013)",10.1002/ijc.27863,2013,,,,1.0,,"Duplicated FACS panels, but different gating numbers",1,7/15/2008,,1.0,,1,Emanuela Rosati,https://pubmed.ncbi.nlm.nih.gov//26252816/,11,https://www.researchgate.net/publication/263195754_g-Secretase_inhibitor_I_induces_apoptosis_in_chronic_lymphocytic_leukemia_cells_by_proteasome_inhibition_endoplasmic_reticulum_stress_increase_and_Notch_down-regulation,Università degli Studi di Perugia,Italy,42,18.3,0.882
115,"Gayathri Chadalapaka, Indira Jutooru, Sandeep Sreevalsan, Satya Pathi, Kyounghyun Kim, Candy Chen, Lisa Crose, Corinne Linardic, and Stephen Safe",Inhibition of rhabdomyosarcoma cell and tumor growth by targeting specificity protein (Sp) transcription factors,"Int. J. Cancer: 132, 795_¯_¿806 (2013)",10.1002/ijc.27730,2013,,,1.0,,,Duplicated microscopy images,1,1/15/2007,,1.0,,1,Gayathri Chadalapaka,https://pubmed.ncbi.nlm.nih.gov//22815231/,9,https://www.researchgate.net/publication/229427366_Inhibition_of_rhabdomyosarcoma_cell_and_tumor_growth_by_targeting_specificity_protein_Sp_transcription_factors,Texas A&M University,United States,36,13.3,0.917
116,"Baoyi Zhu, Xiaojuan Li, Yuying Zhang, Chunwei Ye, Yu Wang, Songwang Cai, Huaiqiu Huang, Yi Cai, Shuyuan Yeh, Zhenhua Huang, Ruihan Chen, Yiran Tao, and Xingqiao Wen",Cross-talk of alpha tocopherol-associated protein and JNK controls the oxidative stress-induced apoptosis in prostate cancer cells,"Int. J. Cancer: 132, 2270_¯_¿2282 (2013)",10.1002/ijc.27927,2013,,,,1.0,,Multiple cases of overlapping microscopy images,1,1/15/2007,1.0,,,1,Baoyi Zhu,https://pubmed.ncbi.nlm.nih.gov//23129185/,13,https://www.researchgate.net/publication/232917949_Cross-talk_of_alpha_tocopherol-associated_protein_and_JNK_controls_the_oxidative_stress-induced_apoptosis_in_prostate_cancer_cells,,Location information not found,16,7.9,
117,"Jing Hu, Holly Deng, and Eileen A. Friedman","Ovarian cancer cells, not normal cells, are damaged by Mirk/Dyrk1B kinase inhibition","Int. J. Cancer: 132, 2258_¯_¿2269 (2013)",10.1002/ijc.27917,2013,,,,1.0,,"Duplicated FACS panels, but different gating numbers",1,1/15/2007,,1.0,,1,Jing Hu,https://pubmed.ncbi.nlm.nih.gov//23114871/,3,https://www.researchgate.net/publication/266138542_Mirkdyrk1B_kinase_inhibitor_reduces_the_viability_of_patient-derived_ovarian_cancer_ascites_cells_and_the_size_of_murine_tumor_xenografts,State University of New York Upstate Medical University,United States,31,13.8,0.917
118,"R. van Gelderen, J. Carson, N. Gudkovs, and B. Nowak",Physical characterisation of Tenacibaculum maritimum for vaccine development,"Journal of Applied Microbiology 2010, 109:1668_¯_¿1676",10.1111/j.1365-2672.2010.04795.x,2010,,,1.0,,,Multiple cases of duplicated blot strips,1,,,,1.0,1,R. van Gelderen,https://pubmed.ncbi.nlm.nih.gov//30291367/,4,https://www.researchgate.net/publication/45268864_Physical_characterisation_of_Tenacibaculum_maritimum_for_vaccine_development,RMIT University,Australia,12,16.9,0.923
119,"Robert P. Ryan, Jean Lucey, Karen O_¯_¿_onovan, Yvonne McCarthy, Liang Yang, Tim Tolker-Nielsen, and J. Maxwell Dow",HD-GYP domain proteins regulate biofilm formation and virulence in Pseudomonas aeruginosa,"Environmental Microbiology (2009) 11(5), 1126_¯_¿1136",10.1111/j.1462-2920.2008.01842.x,2009,,,,1.0,,"Duplicated pic of agar plate, but different exposure.",1,2/23/2016,,1.0,,1,Robert P. Ryan,https://pubmed.ncbi.nlm.nih.gov//19170727/,7,https://www.researchgate.net/publication/23949868_HD-GYP_domain_proteins_regulate_biofilm_formation_and_virulence_in,,Location information not found,105,42.1,
120,"Laurent Guillon, Maher El Mecherki, Stephan Altenburger, Peter L. Graumann, and Isabelle J. Schalk",High cellular organization of pyoverdine biosynthesis in Pseudomonas aeruginosa: clustering of PvdA at the old cell poleemi_274,"Environmental Microbiology (2012) 14(8), 1982_¯_¿1994",10.1111/j.1462-2920.2012.02741.x,2012,,,1.0,,,Duplicated set of images - most likely an error,1,2/23/2016,,1.0,,1,Laurent Guillon,https://pubmed.ncbi.nlm.nih.gov//26913823/,5,https://www.researchgate.net/publication/224004932_High_cellular_organization_of_pyoverdine_biosynthesis_in_Pseudomonas_aeruginosa_Clustering_of_PvdA_at_the_old_cell_pole,University of Strasbourg,France,25,8.5,0.882
121,"Lei-Chin Chen, Jung-Chi Chen, Jwu-Ching Shu, Chien-Yen Chen, Ssu-Ching Chen, Shu-Hwa Chen, Chun-Yen Lin, Chi-Yu Lu, and Chien-Cheng Chen",Interplay of RsbM and RsbK controls the sB activity of Bacillus cereuse,"Environmental Microbiology (2012) 14(10), 2788_¯_¿2799",10.1111/j.1462-2920.2012.02788.x,2012,,,1.0,,,Multiple cases of duplicated blot panels,1,2/23/2016,,1.0,,1,Lei-Chin Chen,https://pubmed.ncbi.nlm.nih.gov//26913822/,9,https://www.researchgate.net/publication/225068182_Interplay_of_RsbM_and_RsbK_controls_the_sB_activity_of_Bacillus_cereus,,Location information not found,9,4.2,
122,"Isao Hara, Noriyuki Sato, Hideaki Miyake, Mototsugu Muramaki, Satoko Hikosaka, and Sadao Kamidono",Introduction of 65 kDa Antigen of Mycobacterium tuberculosis to Cancer Cells Enhances Anti-Tumor Effect of BCG Therapy,"Microbiol. Immunol., 48(4), 289_¯_¿295, 2004",10.1111/j.1348-0421.2004.tb03525.x,2004,,,1.0,,,"Duplicated blot strips, two cases",1,,,,1.0,1,Isao Hara,https://pubmed.ncbi.nlm.nih.gov//15547707/,6,https://www.researchgate.net/publication/8596738_Introduction_of_65_kDa_Antigen_of_Mycobacterium_tuberculosis_to_Cancer_Cells_Enhances_Anti-Tumor_Effect_of_BCG_Therapy,,Location information not found,9,4.7,
123,"Noritoshi Kitamoto, Takayuki Kobayashi, Yoji Kato, Nobutaka Wakamiya, Kazuyoshi Ikuta, Tomoyuki Tanaka, Shigeharu Ueda, Hiroyuki Miyamoto, and Shiro Kato",Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for Direct Immunofluorescence Test,"Microbiol. Immunol., 49(3), 219_¯_¿225, 2005",10.1111/j.1348-0421.2005.tb03723.x,2005,,,,,1,"Possible patches in microscopy, possible duplicated lanes",1,,,1.0,,1,Noritoshi Kitamoto,https://pubmed.ncbi.nlm.nih.gov//15455686/,9,https://www.researchgate.net/publication/7953110_Preparation_of_Monoclonal_Antibodies_Cross-Reactive_with_Orthopoxviruses_and_Their_Application_for_Direct_Immunofluorescence_Test,University of Hyogo,Japan,7,3.9,0.889
124,"Kotla Siva Reddy, Dowlathabad. Muralidhar Rao, Hosur Joyappa Dechamma, Veluvarthy V.S. Suryanarayana, and Golla Ramalinga Reddy",Expression of bovine (Bos indicus) interleukin-18 in Escherichia coli and its biological activity,Microbiol Immunol 2010; 54: 564_¯_¿567,10.1111/j.1348-0421.2010.00241.x,2010,,,,,1,Marker bands all identical?,1,,,,1.0,1,Kotla Siva Reddy,https://pubmed.ncbi.nlm.nih.gov//20840156/,5,https://www.researchgate.net/publication/46271929_Expression_of_bovine_Bos_indicus_interleukin-18_in_Escherichia_coli_and_its_biological_activity,University of Tennessee,United States,43,0.5,0.911
125,"H. Liu, D. Gu, L. Sheng, Q. Wang, and Y. Zhang","Investigation of the roles of T6SS genes in motility, biofilm formation and extracellular protease Asp production in Vibrio alginolyticus with modified Gateway-compatible plasmids","Letters in Applied Microbiology 55, 73_¯_¿81, 2012",10.1111/j.1472-765X.2012.03263.x,2012,,,,,1,duplicated blot panel,1,,,,1.0,1,H. Liu,https://pubmed.ncbi.nlm.nih.gov//23021863/,5,https://www.researchgate.net/publication/224916166_Investigation_of_the_roles_of_T6SS_genes_in_motility_biofilm_formation_and_extracellular_protease_Asp_production_in_Vibrio_alginolyticus_with_modified_Gateway-compatible_plasmids,Shaanxi University of Science and Technology,China,12,7.1,0.709
126,"Sandrine Koechler, Jessica Cleiss-Arnold, Caroline Proux, Odile Sismeiro, Marie-Agne_s Dillies, Florence Goulhen-Chollet, Florence Hommais, Didier Li_¯_¿_remont, Florence Ars_¯_¿_e-Ploetze, Jean-Yves Copp_¯_¿_, Philippe N Bertin Gi",Multiple controls affect arsenite oxidase gene expression in Herminiimonas arsenicoxydans,BMC Microbiology 2010,10.1186/1471-2180-10-53,2010,,,1.0,,,"Duplicated blot strips, multiple cases",1,3/28/2017,,1.0,,1,Sandrine Koechler,https://pubmed.ncbi.nlm.nih.gov//20167112/,11,https://www.researchgate.net/publication/41485767_Multiple_controls_affect_arsenite_oxidase_gene_expression_in_Herminiimonas_arsenicoxydans,University of Strasbourg,France,70,31.4,0.877
127,"Scarlett R Holdsworth, and Christopher J Law",Multidrug resistance protein MdtM adds to the repertoire of antiporters involved in alkaline pH homeostasis in Escherichia coli,"BMC Microbiology 2013, 13:113",10.1186/1471-2180-13-113,2013,,,,1.0,,Overlapping images of colony panels,1,12/17/2004,,1.0,,1,Scarlett R Holdsworth,https://pubmed.ncbi.nlm.nih.gov//28403826/,2,https://www.researchgate.net/publication/236906722_Multidrug_resistance_protein_MdtM_adds_to_the_repertoire_of_antiporters_involved_in_alkaline_pH_homeostasis_in_Escherichia_coli,Queen's University Belfast,United Kingdom,43,24,0.922
128,"Daniel C Kraushaar, Wenfei Jin, Alika Maunakea, Brian Abraham, Misook Ha, and Keji Zhao",Genome-wide incorporation dynamics reveal distinct categories of turnover for the histone variant H3.3,"Genome Biology 2013, 14:R121",10.1186/gb-2013-14-10-r121,2013,,,1.0,,,duplicated microscopy panel; might be error,1,,,1.0,,1,Daniel C Kraushaar,https://pubmed.ncbi.nlm.nih.gov//26846280/,6,https://www.researchgate.net/publication/258213153_Genome-wide_incorporation_dynamics_reveal_distinct_categories_of_turnover_for_the_histone_variant_H33,Southern University of Science and Technology,China,116,58.1,0.717
129,"Arumugam Nagalingam, Jack L Arbiser, Michael Y Bonner, Neeraj K Saxena, and Dipali Sharma",Honokiol activates AMP-activated protein kinase in breast cancer cells via an LKB1-dependent pathway and inhibits breast carcinogenesis,"Breast Cancer Research 2012, 14:R35",10.1186/bcr3128,2012,,,1.0,,,Duplicated microscopy images,1,3/28/2017,,1.0,,1,Arumugam Nagalingam,https://pubmed.ncbi.nlm.nih.gov//28351375/,5,https://www.researchgate.net/publication/221850679_Honokiol_activates_AMP-activated_protein_kinase_in_breast_cancer_cells_via_an_LKB1-dependent_pathway_and_inhibits_breast_carcinogenesis,Johns Hopkins Medicine,United States,85,39.3,0.916
130,"Ingunn Holen, Jacob Whitworth, Faith Nutter, Alyson Evans, Hannah K Brown, Diane V Lefley, Ivana Barbaric, __Mark Jones, and Penelope D Ottewell","Loss of plakoglobin promotes decreased cell-cell contact, increased invasion and breast cancer cell dissemination in vivo","Breast Cancer Research 2012, 14:R86",10.1186/bcr3201,2012,,,1.0,,,Duplicated microscopy images,1,3/28/2017,,1.0,,1,Ingunn Holen,https://pubmed.ncbi.nlm.nih.gov//28351370/,9,https://www.researchgate.net/publication/225062033_Loss_of_plakoglobin_promotes_decreased_cell-cell_contact_increased_invasion_and_breast_cancer_cell_dissemination_in_vivo,The University of Sheffield,United Kingdom,52,25,0.909
131,"Meiou Dai, Amal A Al-Odaini, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean-Jacques Lebrun",A novel function for p21Cip1 and acetyltransferase p/CAF as critical transcriptional regulators of TGFb-mediated breast cancer cell migration and invasion,"Breast Cancer Research 2012, 14:R127",10.1186/bcr3322,2012,,,1.0,,,Duplicated blot panels,1,3/28/2017,,1.0,,1,Meiou Dai,https://pubmed.ncbi.nlm.nih.gov//28351421/,6,https://www.researchgate.net/publication/230894004_A_novel_function_for_p21Cip1_and_acetyltransferase_pCAF_as_critical_transcriptional_regulators_of_TGFb-mediated_breast_cancer_cell_migration_and_invasion,McGill University,Canada,56,25,0.921
132,"Yi Fang Lee, Lance David Miller, Xiu Bin Chan, Michael A Black, Brendan Pang, Chee Wee Ong, Manuel Salto-Tellez, Edison T Liu, and Kartiki V Desai",JMJD6 is a driver of cellular proliferation and motility and a marker of poor prognosis in breast cancer,"Breast Cancer Research 2012, 14:R85",10.1186/bcr3200,2012,,,1.0,,,"duplicated blots, different exposure?",1,3/28/2017,,1.0,,1,Yi Fang Lee,https://pubmed.ncbi.nlm.nih.gov//28351428/,9,https://www.researchgate.net/publication/314932774_JMJD6_is_a_driver_of_cellular_proliferation_and_motility_and_a_marker_of_poor_prognosis_in_breast_cancer,Thermo Fisher Scientific,United States,85,42.5,0.916
133,"Meiou Dai, Amal A Al-Odaini, Nade_ge Fils-Aim_¯_¿, Manuel A Villatoro, Jimin Guo, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean Jacques Lebrunn",Cyclin D1 cooperates with p21 to regulate TGFb-mediated breast cancer cell migration and tumor local invasion,"Breast Cancer Research 2013, 15:R49",10.1186/bcr3441,2013,,,,1.0,,Overlapping microscopy images,1,3/28/2017,,1.0,,1,Meiou Dai,https://pubmed.ncbi.nlm.nih.gov//28351372/,9,https://www.researchgate.net/publication/240308294_Cyclin_D1_cooperates_with_p21_to_regulate_TGFb-mediated_breast_cancer_cell_migration_and_tumor_local_invasion,McGill University,Canada,96,46.6,0.923
134,"Zhaojia Wu, Siqi Shen, Zhiling Zhang, Weiwei Zhang, and Wei Xiao",Ubiquitin-conjugating enzyme complex Uev1A-Ubc13 promotes breast cancer metastasis through nuclear factor-_B mediated matrix metalloproteinase-1 gene regulation,"Breast Cancer Research 2014, 16:R75",10.1186/bcr3692,2014,,,,1.0,,Overlapping microscopy images,1,3/28/2017,,1.0,,1,Zhaojia Wu,https://pubmed.ncbi.nlm.nih.gov//25022892/,5,https://www.researchgate.net/publication/263936311_Ubiquitin-conjugating_enzyme_complex_Uev1A-Ubc13_promotes_breast_cancer_metastasis_through_nuclear_factor-kB_mediated_matrix_metalloproteinase-1_gene_regulation?_sg=VfeNFxjUnyKyFoUnpmGsadUhHJ0HrA0e4l3tGninFoVwSOpsuUzAA6NWDzYBPfk5o0VSgvt2MNsIGLU,University of Saskatchewan,Canada,39,15.9,0.925
135,"Alexandr V. Bazhin, Olga N. Shifrina, Marina S. Savchenko, Natalya K. Tikhomirova, Maria A. Goncharskaia, Vera A. Gorbunova, Ivan I. Senin, Alexandr G. Chuchalin, Pavel P. Philippov",Low titre autoantibodies against recoverin in sera of patients with small cell lung cancer but without a loss of vision,Lung Cancer 34 (2001) 99_¯_¿104,10.1016/S0169-5002(01)00212-4,2001,,,,1.0,,Duplicated blot strips,1,,,,1.0,1,Alexandr V. Bazhin,https://pubmed.ncbi.nlm.nih.gov//15084384/,9,https://www.researchgate.net/publication/11790978_Low_titre_autoantibodies_against_recoverin_in_sera_of_patients_with_small_cell_lung_cancer_but_without_a_loss_of_vision,,Location information not found,35,14.5,
136,"Marina S. Savchenko, Alexandr V. Bazhin, Olga N. Shifrina, Sofia A. Demoura, Eugenia A. Kogan, Alexandr G. Chuchalin, Pavel P. Philippov",Antirecoverin autoantibodies in the patient with non-small cell lung cancer but without cancer-associated retinopathy,"Lung Cancer (2003) 41, 363__/367",10.1016/S0169-5002(03)00239-3,2003,,,,1.0,,Duplicated blot strips,1,5/16/2007,1.0,,,1,Marina S. Savchenko,https://pubmed.ncbi.nlm.nih.gov//27597142/,7,https://www.researchgate.net/publication/10606300_Antirecoverin_autoantibodies_in_the_patient_with_non-small_cell_lung_cancer_but_without_cancer-associated_retinopathy,,Location information not found,33,15.8,
137,"Stephana Carelli, Giorgia Zadra, Valentina Vaira, Monica Falleni, Luca Bottiglieri, Mario Nosotti, Anna Maria Di Giulio, Alfredo Gorio, Silvano Bosari",Up-regulation of focal adhesion kinase in non-small cell lung cancer,"Lung Cancer (2006) 53, 263_¯_¿271",10.1016/j.lungcan.2006.06.001,2006,,,,,1,Duplicated lanes with blot panel,1,,,,1.0,1,Stephana Carelli,https://pubmed.ncbi.nlm.nih.gov//16842883/,9,https://www.researchgate.net/publication/6942622_Up-regulation_of_focal_adhesion_kinase_in_non-small_cell_lung_cancer,University of Milan,Italy,81,42.7,0.873
138,"Katherine M. Finan, Greg Hodge, Ann M. Reynolds, Sandra Hodge, Mark D. Holmes, Andrew H. Baker, Paul N. Reynolds",In vitro susceptibility to the pro-apoptotic effects of TIMP-3 gene delivery translates to greater in vivo efficacy versus gene delivery for TIMPs-1 or -2,"Lung Cancer (2006) 53, 273_¯_¿284",10.1016/j.lungcan.2006.06.006,2006,,,,1.0,,Overlapping microscopy images,1,6/13/2016,,1.0,,1,Katherine M. Finan,https://pubmed.ncbi.nlm.nih.gov//16860902/,7,https://www.researchgate.net/publication/6925003_In_vitro_susceptibility_to_the_pro-apoptotic_effects_of_TIMP-3_gene_delivery_translates_to_greater_in_vivo_efficacy_versus_gene_delivery_for_TIMPs-1_or-2,Royal Adelaide Hospital,Australia,40,19.9,0.914
139,"Kang Fang, Shih-Ping Chen, Chia-Wei Lin, Wan-Chun Cheng, Hwei-Tien Huang",Ellipticine-induced apoptosis depends on Akt translocation and signaling in lung epithelial cancer cells,Lung Cancer 63 (2009) 227_¯_¿234,10.1016/j.lungcan.2008.05.026,2009,,,,1.0,,Shifted reused blots,1,1/16/2010,1.0,,,1,Kang Fang,https://pubmed.ncbi.nlm.nih.gov//27597291/,5,https://www.researchgate.net/publication/5232271_Ellipticine-induced_apoptosis_depends_on_Akt_translocation_and_signaling_in_lung_epithelial_cancer_cells,,Location information not found,31,14.8,
