,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",First Author,URL,Author count,ResearchGate_Link,university/institution,Location,Citations,Research Interest Score,index
204,"Luke Martin McCaffrey, JoAnne Montalbano, Constantina Mihai, and Ian G. Macara",Loss of the Par3 Polarity Protein Promotes Breast Tumorigenesis and Metastasis,"Cancer Cell 22, 601_¯_¿614, November 13, 2012",10.1016/j.ccr.2012.10.003,2012,,,,1.0,,"Duplicated blot, stretched",1,8/16/2008,,1.0,,1,Luke Martin McCaffrey,https://pubmed.ncbi.nlm.nih.gov//23153534/,4,https://www.researchgate.net/publication/233422719_Loss_of_the_Par3_Polarity_Protein_Promotes_Breast_Tumorigenesis_and_Metastasis,McGill University,Canada,199,87.6,0.921
205,"Lu Wang, Zibo Zhao, Mark B. Meyer, Sandeep Saha, Menggang Yu, Ailan Guo, Kari B. Wisinski, Wei Huang, Weibo Cai, J. Wesley Pike, Ming Yuan, Paul Ahlquist, and Wei Xu",CARM1 Methylates Chromatin Remodeling Factor BAF155 to Enhance Tumor Progression and Metastasis,"Cancer Cell 25, 21_¯_¿36, January 13, 2014",10.1016/j.ccr.2013.12.007,2014,,,,,1,"Overlapping microscopy, manipulated images of mice",1,11/16/2007,,1.0,,1,Lu Wang,https://pubmed.ncbi.nlm.nih.gov//27479032/,13,https://www.researchgate.net/publication/259769654_CARM1_Methylates_Chromatin_Remodeling_Factor_BAF155_to_Enhance_Tumor_Progression_and_Metastasis,University of Wisconsin–Madison,United States,179,82.5,0.919
206,"Corentin Herbert, Ulrich Schieborr, Krishna Saxena, Jarek Juraszek, Frederik De Smet, Chantal Alcouffe, Marc Bianciotto, Giorgio Saladino, David Sibrac, Denis Kudlinzki, Sridhar Sreeramulu, Alan Brown, Patrice Rigon, Jean-Pascal Herault, Gilbert Lassalle,1 Tom L. Blundell, Frederic Rousseau, Ann Gils, Joost Schymkowitz, Peter Tompa, Jean-Marc Herbert, Peter Carmeliet, Francesco Luigi Gervasio, Harald Schwalbe, and Francoise Bono","Molecular Mechanism of SSR128129E, an Extracellularly Acting, Small-Molecule, Allosteric Inhibitor of FGF Receptor Signaling","Cancer Cell 23, 489_¯_¿501, April 15, 2013",10.1016/j.ccr.2013.02.018,2013,,,1.0,,,Duplicated blots,1,11/16/2007,,1.0,,1,Corentin Herbert,https://pubmed.ncbi.nlm.nih.gov//23597563/,25,https://www.researchgate.net/publication/236226777_Molecular_Mechanism_of_SSR128129E_an_Extracellularly_Acting_Small-Molecule_Allosteric_Inhibitor_of_FGF_Receptor_Signaling,Pfizer,United States,107,44.6,0.917
207,"Janice D. Thomas, Yan-Jie Zhang, Yue-Hua Wei, Jun-Hung Cho, Laura E. Morris, Hui-Yun Wang, and X.F. Steven Zheng",Rab1A Is an mTORC1 Activator and a Colorectal Oncogene,"Cancer Cell 26, 754_¯_¿769, November 10, 2014",10.1016/j.ccell.2014.09.008,2014,,,,1.0,,Mirrored blot,1,11/16/2007,,1.0,,1,Janice D. Thomas,https://pubmed.ncbi.nlm.nih.gov//25446900/,7,https://www.researchgate.net/publication/269176474_Rab1A_is_an_MTORC1_activator_and_a_colorectal_oncogene,Texas Tech University Health Sciences Center,United States,196,90.9,0.919
208,"King Ching Ho, Zhonghua Zhou, Yi-Min She, Alex Chun, Terry D. Cyr, and Xiaolong Yang",Itch E3 ubiquitin ligase regulates large tumor suppressor 1 stability,"PNAS | March 22, 2011 | vol. 108 | no. 12, 870_¯_¿4875",10.1073/pnas.1101273108,2011,,,,1.0,,,1,12/16/2009,,1.0,,1,King Ching Ho,https://pubmed.ncbi.nlm.nih.gov//21383157/,6,https://www.researchgate.net/publication/50304299_Itch_E3_ubiquitin_ligase_regulates_large_tumor_suppressor_1_stability,,Location information not found,107,51.2,
209,"Nathalie Delgehyr, Uta Wieland, He_l_¯_¿_e Rangone, Xavier Pinson, Guojie Mao, Nikola S. Dzhindzhev, Doris McLean,5, Maria G. Riparbelli, Salud Llamazares, Giuliano Callaini, Cayetano Gonzalez, and David M. GloverR","Drosophila Mgr, a Prefoldin subunit cooperating with von Hippel Lindau to regulate tubulin stability","PNAS | April 10, 2012 | vol. 109 | no. 15 | 5729_¯_¿5734",10.1073/pnas.1108537109,2012,,,1.0,,,,1,11/14/2016,,1.0,,1,Nathalie Delgehyr,https://pubmed.ncbi.nlm.nih.gov//22451918/,13,https://www.researchgate.net/publication/221983373_Drosophila_Mgr_a_Prefoldin_subunit_cooperating_with_von_Hippel_Lindau_to_regulate_tubulin_stability,Ecole Normale Supérieure de Paris,France,25,12.8,0.882
210,"Rajesh K. Grover, Julong Cheng, Yingjie Peng, Teresa M. Jones, Diana I. Ruiz, Richard J. Ulevitch, John I. Glass, Edward A. Dennis, Daniel R. Salomon, and Richard A. Lerner",The costimulatory immunogen LPS induces the B-Cell clones that infiltrate transplanted human kidneys,"PNAS _ April 17, 2012 _ vol. 109 _ no. 16, 6036_¯_¿6041",10.1073/pnas.1202214109,2012,,,1.0,,,,1,10/17/2016,,1.0,,1,Rajesh K. Grover,https://pubmed.ncbi.nlm.nih.gov//22492977/,10,https://www.researchgate.net/publication/223974354_The_costimulatory_immunogen_LPS_induces_the_B-Cell_clones_that_infiltrate_transplanted_human_kidneys,Delhi State Cancer Institute,India,21,12.5,0.598
211,"Kevin Y. Lee, Yuji Yamamoto, Jeremie Boucher, Jonathon N. Winnay, Stephane Gesta, John Cobb, Matthias Blu_her, and C. Ronald Kahn",Shox2 is a molecular determinant of depot-specific adipocyte function,"PNAS | July 9, 2013 | vol. 110 | no. 28 | 11409_¯_¿11414",10.1073/pnas.1310331110,2013,,,1.0,,,,1,11/16/2004,,1.0,,1,Kevin Y. Lee,https://pubmed.ncbi.nlm.nih.gov//23798383/,8,https://www.researchgate.net/publication/242018486_Shox2_is_a_molecular_determinant_of_depot-specific_adipocyte_function,Harvard University,United States,35,17,0.917
212,"Shuyu Ren, Bryce G. Johnson, Yujiro Kida, Colin Ip, Kathryn C. Davidson, Shuei-Liong Lin, Akio Kobayashi, Richard A. Lang, Anna-Katerina Hadjantonakis, Randall T. Moon, and Jeremy S. Duffield",LRP-6 is a coreceptor for multiple fibrogenic signaling pathways in pericytes and myofibroblasts that are inhibited by DKK-1,"PNAS | January22,2013 | vol.110 | no.4 | 1441",10.1073/pnas.1211179110,2013,,,,1.0,,,1,11/14/2016,,1.0,,1,Shuyu Ren,https://pubmed.ncbi.nlm.nih.gov//23302695/,11,https://www.researchgate.net/publication/234098410_LRP-6_is_co-receptor_for_multiple_fibrogenic_pathways_in_pericytes_and_myofibroblasts_that_are_inhibited_by_DKK-1,,Location information not found,167,78.9,
213,"Zhongyuan Wang, Yanping Wu, Haifeng Wang, Yangqing Zhang, Lin Mei, Xuexun Fang, Xudong Zhang, Fang Zhang, Hongbo Chen, Ying Liu, Yuyang Jiang, Shengnan Sun, Yi Zheng, Na Li, and Laiqiang Huang",Interplay of mevalonate and Hippo pathways regulates RHAMM transcription via YAP to modulate breast cancer cell motility,"PNAS | Published online December 23, 2013 | E89_¯_¿_98",10.1073/pnas.1319190110,2014,,,,1.0,,,1,11/14/2016,,1.0,,1,Zhongyuan Wang,https://pubmed.ncbi.nlm.nih.gov//27849604/,15,https://www.researchgate.net/publication/259456778_Interplay_of_mevalonate_and_Hippo_pathways_regulates_RHAMM_transcription_via_YAP_to_modulate_breast_cancer_cell_motility,Shanghai University,China,288,151.4,0.725
214,"Thomas Brown, Patrick Jones, Christopher Taylor DVM, Mrs. Amber Ellis, Sandra Martin","Sparstolonin B, a Novel Plant Derived Compound, Arrests Cell Cycle and Induces Apoptosis in N-Myc Amplified and N-Myc Nonamplified Neuroblastoma Cells","BioMed Research International, Volume 2014, Article ID 936978",10.1016/j.cyto.2009.07.004,2007,,,,1.0,,"repetitive bands, and background in gel panel",1,1/16/2011,,1.0,1.0,1,Thomas Brown,https://pubmed.ncbi.nlm.nih.gov//25915908/,5,https://www.researchgate.net/publication/282734529_Cleavage_of_CAD_inhibitor_in_CAD_activation_and_DNA_degradation_during_apoptosis,Unicancer,Location information not found,104,3.8,0.921
215,"Laura Nichols, Mr. Sean Prince, Jennifer Thomas, Kyle Johnson, Autumn Wright",Regulated Expression of the Beta2-Toxin Gene ( cpb2) in Clostridium perfringens Type A Isolates from Horses with Gastrointestinal Diseases,"Infect. Immun. Feb. 2011, p. 895_¯_¿904 Vol. 79, No. 2",10.3892/ijo.2012.1617,2009,6-Jun,,,1.0,1,Multiple cases of reused blot panels,1,2/15/2010,,1.0,1.0,1,Laura Nichols,https://pubmed.ncbi.nlm.nih.gov//19729656/,3,https://www.researchgate.net/publication/257250343_Pseudomonas_aeruginosa_Outer_Membrane_Vesicles_Modulate_Host_Immune_Responses_by_Targeting_the_Toll-Like_Receptor_4_Signaling_Pathway,"University of Illinois, Urbana-Champaign",United States,16,25.6,0.929
216,"Joshua Garcia, Angela Miller, Brian Smith, Raymond Miranda, Nicholas Nunez, Mary Bradley, Kenneth Johnson, Michael Griffin, Calvin Shea, James Crawford, Ryan Farmer, Kevin Sherman, Austin Cruz, Michael Alexander, John Pena",NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection,Journal of Autoimmunity 27 (2006) 38-49,10.1155/2013/308130,2012,IAI,,,,,Duplicated microscopy images,1,11/15/2015,,1.0,,1,Joshua Garcia,https://pubmed.ncbi.nlm.nih.gov//26252818/,7,https://www.researchgate.net/publication/235402832_Heat_Shock_Protein_70_Expression_Is_Spatially_Distributed_in_Human_Placenta_and_Selectively_Upregulated_during_Labor_and_Preeclampsia,Icahn School of Medicine at Mount Sinai,United States,36,8.5,0.889
217,"Yvette Fletcher, Catherine Miller, Travis Wright, Kayla Clark, Laura Contreras, Bobby Hayes, Ryan Walter",Shox2 is a molecular determinant of depot-specific adipocyte function,"PLOS ONE, August 2013 | Volume 8 | Issue 8 | e71127",10.1128/IAI.06295-11,2012,,,,,,Duplicated agarose gel panels,1,1/13/2006,,1.0,,1,Yvette Fletcher,https://pubmed.ncbi.nlm.nih.gov//35285245/,5,https://www.researchgate.net/publication/24029092_IL-13_induces_translocation_of_NF-kB_in_cultured_human_bronchial_smooth_muscle_cells,"The University of Newcastle, Australia",Australia,missing,0.5,0.871
218,"Nancy Floyd, Robert Gonzalez, Patrick French, David Park, Matthew Tate, Leroy Williams, John Reid",Differential chemokine expression in tubular cells in response to urinary proteins from patients with nephrotic syndrome,"BioMed Research International, Volume 2013, Article ID 582526",10.1002/ijc.28289,2012,,,1.0,1.0,,multiple cases of duplicated bands within same blot,1,,,,,1,Nancy Floyd,https://pubmed.ncbi.nlm.nih.gov//18348163/,10,https://www.researchgate.net/publication/51764979_Frequent_methylation_and_oncogenic_role_of_microRNA-34bc_in_small-cell_lung_cancer,Roswell Park Cancer Institute,United States,13,52.5,0.916
219,"Steve Bell, Jonathan Moses, Shane Murray, Jennifer Wagner, Caitlyn Hernandez, Veronica Hensley, Melissa Orozco, Ryan Fletcher",Tiam1 is associated with hepatocellular carcinoma metastasis,"Infect. Immun. Feb. 2011, p. 895_¯_¿904 Vol. 79, No. 2",10.1016/j.cyto.2008.06.003,2014,,,,,,"Duplicated compressed blots, overlapping microscopy",1,9/17/2002,,,,1,Steve Bell,https://pubmed.ncbi.nlm.nih.gov//19064637/,7,https://www.researchgate.net/publication/282734529_Cleavage_of_CAD_inhibitor_in_CAD_activation_and_DNA_degradation_during_apoptosis,Pamukkale University,Turkey,51,19.1,0.709
220,"Jonathan Robinson, Katelyn Vazquez, Anna Brown, Tiffany Brooks, Frances Baker, Matthew Ramos, Lori Wilson, Rachel Gillespie, Michael Brown, Laura Allen, Lisa Ward, Frank Parker, Laura Bruce, Natalie Roman, Raymond Campbell, Mason Bailey DVM, Samuel Robinson, Daniel Diaz, Reginald Marsh, Samuel Costa, Thomas Stephens, Leah Garza, Jocelyn Bradley, Dr. Douglas Porter, Christopher Harris, Emily Adkins, Javier Koch, Sean Nichols, Dennis Johnson, Courtney Tate, Ms. Kimberly Ramos, Paula Carr, Kenneth Holder, Taylor Gordon, Lisa Santos",Expression and Differentiation between OCT4A and Its Pseudogenes in Human ESCs and Differentiated Adult Somatic Cells,"INTERNATIONAL JOURNAL OF ONCOLOGY 40: 1779-1788, 2012",10.1016/j.lungcan.2006.06.001,2007,,,,,,Overlapping microscopy panels,1,3/16/2003,,1.0,,1,Jonathan Robinson,https://pubmed.ncbi.nlm.nih.gov//23382688/,6,https://www.researchgate.net/publication/309663564_Correction_An_Extracellular_Subtilase_Switch_for_Immune_Priming_in_Arabidopsis,"Veterinary Research Institute, Brno",Czechia,9,43.3,0.906
221,"Melissa Cole, Jennifer Clarke, Brandon Mcclain, Lori Rose, Keith Schultz, Shelia Taylor, Kimberly Webb, Brian Munoz, Laura Dodson, Danielle Young, Katherine Miller, Charles Perez, Kristi Smith, Leslie Richardson, Susan Hall",Invasiveness and anchorage independent growth ability augmented by PTEN inactivation through the PI3K/AKT/NFkB pathway in lung cancer cells,"J. Clin. Microbiol. 2005, 43(7):3512. DOI: 10.1128/JCM.43.7.3512-3515.2005",10.1371/journal.pone.0090608,2012,4-Apr,1.0,1.0,,,"Duplicated/mirrored bands, manipulated",1,,,1.0,1.0,1,Melissa Cole,https://pubmed.ncbi.nlm.nih.gov//16860902/,4,https://www.researchgate.net/publication/26796740_Bacillus_anthracis_Capsule_Activates_Caspase-1_and_Induces_Interleukin-1_Release_from_Differentiated_THP-1_and_Human_Monocyte-Derived_Dendritic_Cells?_sg=fE7z3rn_0FveqC_TGZCyWhmmb8q3y4eK_9e6KRUSKH5oUcqMruXlxERGwPCA38c1Jq_C0M1YC6LmTSc,Hospital Universitari Son Espases,Spain,111,12.5,0.7
222,"Christina Zhang, Jared Nixon, Daniel Campos, Paige Mccoy",Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiated THP-1 and Human Monocyte-Derived Dendritic Cells__,"J. Clin. Microbiol. 2006, 44(8):2831",10.1155/2013/938081,2006,,,,1.0,1,"Duplicated panel, different exposure?",1,3/28/2017,,1.0,,1,Christina Zhang,https://pubmed.ncbi.nlm.nih.gov//24024202/,6,https://www.researchgate.net/publication/230797172_Adenovirus-mediated_overexpression_of_BMP-9_inhibits_human_osteosarcoma_cell_growth_and_migration_through_downregulation_of_the_PI3KAKT_pathway,University of Minnesota Twin Cities,United States,20,3.9,0.923
223,"Tammy Obrien, Adrian Brown, William Gonzalez, Madison Stuart, Kathleen Martin, David Perry, Jennifer Wagner, Tyler Shelton",LPS Unmasking of Shigella flexneri Reveals Preferential Localisation of Tagged Outer Membrane Protease IcsP to Septa and New Poles,"Breast Cancer Research 2012, 14:R86",10.1016/j.jaut.2007.02.007,2005,5-May,,,,,Duplicated microscopy images,1,8/16/2008,,1.0,,1,Tammy Obrien,https://pubmed.ncbi.nlm.nih.gov//12950012/,17,https://www.researchgate.net/publication/236959534_Elevated_Maspin_Expression_Is_Associated_with_Better_Overall_Survival_in_Esophageal_Squamous_Cell_Carcinoma_ESCC,Genome Institute of Singapore,Singapore,34,15.9,0.717
224,"Kimberly Taylor, Donald King, Brent Banks, Nathaniel Pollard, Jacob Smith, Taylor Macias, Robin Thompson MD, Morgan Hanna, Charlotte Lopez",S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression,"Infect. Immun. Feb. 2011, p. 895_¯_¿904 Vol. 79, No. 2",10.1016/j.cyto.2011.06.006,2013,4-Apr,,1.0,,1,multiple duplications of negative blot strips,1,1/15/2010,,,,1,Kimberly Taylor,https://pubmed.ncbi.nlm.nih.gov//10603370/,5,https://www.researchgate.net/publication/258213153_Genome-wide_incorporation_dynamics_reveal_distinct_categories_of_turnover_for_the_histone_variant_H33,Kindai University,Japan,14,10.6,0.919
225,"Mark Baird, Michelle Savage, Benjamin Phillips, Miss Elizabeth Potter, Ann Briggs, Michelle Reynolds, Alexander Wright, Ethan Ramirez",A Neoplastic Gene Fusion Mimics Trans-Splicing of RNAs in Normal Human Cells,Cytokine 56 (2011) 365_¯_¿375,10.1371/journal.pone.0064904,2014,,,,,,duplicated colony strip,1,,,1.0,,1,Mark Baird,https://pubmed.ncbi.nlm.nih.gov//23597563/,11,https://www.researchgate.net/publication/255695726_PrPST_a_Soluble_Protease_Resistant_and_Truncated_PrP_Form_Features_in_the_Pathogenesis_of_a_Genetic_Prion_Disease,Louisiana State University,United States,43,24.3,0.717
226,"Jason Johnson, Mike Dean, Laura Miller, Corey Robinson, Mrs. Teresa Oliver, Brian Eaton, Valerie Bonilla, Tyler Rocha",Chronic Morphine Treatment Attenuates Cell Growth of Human BT474 Breast Cancer Cells by Rearrangement of the ErbB Signalling Network,"Environmental Microbiology (2012) 14(8), 1982_¯_¿1994",10.1371/journal.pone.0069592,2012,,,,,,Duplicated lanes within different panels - but representing same conditions,1,,,1.0,,1,Jason Johnson,https://pubmed.ncbi.nlm.nih.gov//16908179/,9,https://www.researchgate.net/publication/235402832_Heat_Shock_Protein_70_Expression_Is_Spatially_Distributed_in_Human_Placenta_and_Selectively_Upregulated_during_Labor_and_Preeclampsia,Harvard University,United States,7,13.3,0.598
227,"Ronnie Hamilton, Sabrina Graham, Kyle Hudson, Wesley Rodriguez, Brenda Kelly MD, Andrea Nichols, Christopher Jackson, John Mckinney, Daniel Lawrence",HIV-1 Tat Protein Increases Microglial Outward K+ Current and Resultant Neurotoxic Activity,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1263-1270, 2013",10.1186/bcr3128,2006,,,,,1,"Duplicated or mirrored blot panels, or lanes within blots",1,7/14/2008,,,1.0,1,Ronnie Hamilton,https://pubmed.ncbi.nlm.nih.gov//26913823/,6,https://www.researchgate.net/publication/26788857_Regulation_of_Histone_Acetylation_in_the_Nucleus_by_Sphingosine-1-Phosphate,"University of Illinois, Urbana-Champaign",United States,35,10.6,0.709
228,"Michael Anderson, Renee Padilla, Ashlee Alvarado, Daniel Robles",Functional EF-Hands in Neuronal Calcium Sensor GCAP2 Determine Its Phosphorylation State and Subcellular Distribution In Vivo and Are Essential for Photoreceptor Cell Integrity,Cytokine 49 (2010) 312_¯_¿318,10.1016/j.cyto.2007.04.003,2013,,,1.0,,,duplicated microscopy panel; might be error,1,,,,,1,Michael Anderson,https://pubmed.ncbi.nlm.nih.gov//23642711/,5,https://www.researchgate.net/publication/7806270_TNF-alpha_down-regulates_the_Na-K_ATPase_and_the_Na-K-2Cl-_cotransporter_in_the_rat_colon_via_PGE2,Carolinas Medical Center University,United States,44,50.8,0.799
229,"Austin Hester, Tim Valenzuela, Gloria Ortega, Jordan Fox, Brandy Farrell, Lisa Reynolds, Ryan Hampton, Sarah Murphy, Bruce Terrell, Derek Peterson, Robin Hines, Maria Powell, Matthew Adams, Allison Martinez, Ernest Nelson",Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer cells,"Science 339, 1092 (2013)",10.1016/j.ccell.2014.09.008,2013,IAI,,,1.0,,"multiple cases of shifted blots, duplicated bands within blots",1,,,1.0,1.0,1,Austin Hester,https://pubmed.ncbi.nlm.nih.gov//22289712/,7,https://www.researchgate.net/publication/236106147_Retraction_Astakine_2-the_Dark_Knight_Linking_Melatonin_to_Circadian_Regulation_in_Crustaceans_PLoS_Genet_2015,Hong Kong Hospital Authority,"Hong Kong, China (SAR)",25,5.3,0.917
230,"Brenda Allen, Kenneth Watson, Reginald Douglas, Sean Mullins, Melissa Maxwell",Characterization of a Large Outbreak by CTX-M-1-Producing Klebsiella pneumoniae and Mechanisms Leading to In Vivo Carbapenem Resistance Development,"PLOS Genetics, January 23, 2014DOI: 10.1371",10.1128/IAI.69.10.6131_¯_¿6139.2001,2013,4-Apr,,1.0,,,"overlapping microscopy images,but rotated/stretched",1,1/17/2006,,1.0,1.0,1,Brenda Allen,https://pubmed.ncbi.nlm.nih.gov//22665064/,5,https://www.researchgate.net/publication/233901210_The_Evolutionary_Rewiring_of_Ubiquitination_Targets_Has_Reprogrammed_the_Regulation_of_Carbon_Assimilation_in_the_Pathogenic_Yeast_Candida_albicans,Monash University (Australia),Australia,23,17.1,0.9
231,"Ms. Stacy Meyer MD, Debra Bennett, Anthony Hamilton, Robin Monroe",The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leukemia cells in vitro,mBio 2(6):  2011,10.1016/j.lungcan.2006.06.001,2010,1-Jan,,,,1,Duplicated microscopy panels,1,9/15/2014,,,,1,Ms. Stacy Meyer MD,https://pubmed.ncbi.nlm.nih.gov//27375024/,8,https://www.researchgate.net/publication/12698803_Lymphocyte_Function-Associated_Antigen_1_Is_a_Receptor_for_Pasteurella_haemolytica_Leukotoxin_in_Bovine_Leukocytes,Dalian Medical University,China,17,24,0.717
232,"Brian Robinson, Daniel Archer, Paul Pittman, Heather Watson",Stac3 Inhibits Myoblast Differentiation into Myotubes,"PLOS ONE, April 2013 | Volume 8 | Issue 4 | e62170",10.1016/j.ccr.2013.04.019,2012,,,,,,Duplicated bands in different order,1,,,1.0,,1,Brian Robinson,https://pubmed.ncbi.nlm.nih.gov//19862557/,9,https://www.researchgate.net/publication/229427366_Inhibition_of_rhabdomyosarcoma_cell_and_tumor_growth_by_targeting_specificity_protein_Sp_transcription_factors,University of Tennessee,United States,96,6.8,0.866
233,"Makayla Walton, Mr. Ricky Smith, Marco Oconnor, Kevin Petty, Megan Griffin, Beth Morgan, Jerry Owen, Michelle Brown",Promoter methylation of RASSF1A modulates the effect of the microtubule-targeting agent docetaxel in breast cancer,"BioMed Research International, Volume 2014, Article ID 272101",10.1038/onc.2012.182,2013,IAI,,,,,"duplicated blots, two sets",1,,,,,1,Makayla Walton,https://pubmed.ncbi.nlm.nih.gov//21321072/,11,https://www.researchgate.net/publication/51753515_Association_and_Evidence_for_Linked_Recognition_of_Type_IV_Secretion_System_Proteins_VirB9-1_VirB9-2_and_VirB10_in_Anaplasma_marginale,Kyoto University,Japan,22,15.5,0.917
234,"Marie Baker, Mrs. Brianna Mccann, Jonathan Guerra, Jason Howard, Albert Finley, Shannon Carey MD",Orphan Nuclear Receptor Errc Induces C-Reactive Protein Gene Expression through Induction of ER-Bound Bzip Transmembrane Transcription Factor CREBH,"J. Clin. Microbiol. 2004, 42(3):1082",10.1371/journal.pone.0092305,2013,JCM,,1.0,1.0,,"repetitive bands, and background in gel panel",1,,,1.0,1.0,1,Marie Baker,https://pubmed.ncbi.nlm.nih.gov//23175173/,5,https://www.researchgate.net/publication/236906722_Multidrug_resistance_protein_MdtM_adds_to_the_repertoire_of_antiporters_involved_in_alkaline_pH_homeostasis_in_Escherichia_coli,University of Tennessee,United States,21,11,0.914
235,"Suzanne Estes, Jessica Ryan, Russell Henderson, Johnny Jackson, Leslie Duncan, Heather Ramirez",Pharmacokinetics of Naja sumatrana (Equatorial Spitting Cobra) Venom and Its Major Toxins in Experimentally Envenomed Rabbits,"J. Clin. Microbiol. 2004, 42(12):5885",10.1128/IAI.00013-12,2013,JCM,,1.0,1.0,,Duplicated microscopy panels,1,,,1.0,1.0,1,Suzanne Estes,https://pubmed.ncbi.nlm.nih.gov//15731052/,10,https://www.researchgate.net/publication/11793274_Mannheimia_haemolytica_Leukotoxin_Activates_a_Nonreceptor_Tyrosine_Kinase_Signaling_Cascade_in_Bovine_Leukocytes_Which_Induces_Biological_Effects?_sg=2hVgp0gFsM5cMRimISG0TGWtVRyBGqUT7fWj8GEy9Trz-gkKYXLzUyIQQexcunMpS5_vjNSUrqw4irU,Ecole Normale Supérieure de Paris,France,38,10.5,0.919
236,"Sherry Robinson, Destiny Meadows, Carly Jones, Joshua Torres, Amber Munoz, Amanda Robinson, Thomas Walsh, David Fitzgerald, Patrick Pierce",A novel function for p21Cip1 and acetyltransferase p/CAF as critical transcriptional regulators of TGFb-mediated breast cancer cell migration and invasion,"Infection, and Immunity, Jan. 1999, p. 80_¯_¿87 Vol. 67, No. 1",10.1111/j.1348-0421.2005.tb03723.x,2013,,,1.0,,,Multiple cases of shifted or duplicated blot panels,1,11/15/2011,,,,1,Sherry Robinson,https://pubmed.ncbi.nlm.nih.gov//26846280/,6,https://www.researchgate.net/publication/224933355_Tiam1_is_associated_with_hepatocellular_carcinoma_metastasis,Westmead Institute for Medical Research,Australia,70,9.8,0.917
237,"William Mcmahon, Megan Barber, Isaiah Ellis, John Brown, Benjamin Clark, Timothy Greer",TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2,"Cancer Cell 26, 754_¯_¿769, November 10, 2014",10.1016/j.ccr.2013.12.007,2013,,,,1.0,,rotated duplicated colony photo,1,7/28/2014,,1.0,,1,William Mcmahon,https://pubmed.ncbi.nlm.nih.gov//25945929/,5,https://www.researchgate.net/publication/237004466_Osteopontin_signaling_upregulates_cyclooxygenase-2_expression_in_tumor-associated_macrophages_leading_to_enhanced_angiogenesis_and_melanoma_growth_via_alpha_9_beta_1_integrin,Icahn School of Medicine at Mount Sinai,United States,104,17,0.717
238,"Jeffrey Long, Elizabeth Rowe, Jennifer Jenkins, Julie Walker, Michael Moreno",The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__B Activation and Interleukin-8 Production,"Journal of Applied Microbiology 2010, 109:1668_¯_¿1676",10.1128/JCM.41.6.2341-2347.2003,2014,,,1.0,1.0,,Mirrored blot,1,,,1.0,1.0,1,Jeffrey Long,https://pubmed.ncbi.nlm.nih.gov//20954139/,15,https://www.researchgate.net/publication/263195754_g-Secretase_inhibitor_I_induces_apoptosis_in_chronic_lymphocytic_leukemia_cells_by_proteasome_inhibition_endoplasmic_reticulum_stress_increase_and_Notch_down-regulation,Texas A&M University,United States,38,90.9,0.884
239,"Catherine Graham, Audrey Washington, Bradley Williams, Kenneth Noble, Valerie Ryan, Scott Vasquez, Billy Morgan",D14_¯_¿_CFD3-dependent degradation of D53 regulates strigolactone signalling,"J. Clin. Microbiol. 2004, 42(12):5885",10.1155/2011/507920,2014,,,,,1,Duplicated 0h microscopy images,1,11/17/2016,,1.0,1.0,1,Catherine Graham,https://pubmed.ncbi.nlm.nih.gov//26556880/,4,https://www.researchgate.net/publication/253336505_Baicalein_Selectively_Induces_Apoptosis_in_Activated_Lymphocytes_and_Ameliorates_Concanavalin_A-Induced_Hepatitis_in_Mice,"Queen Mary, University of London",United Kingdom,17,26.4,0.917
240,"Christopher Ross, Samantha Houston, Erin Gray DVM, Kimberly Combs, Ruth Le, Megan Booker, Rodney Miller, Brian Woodard, Priscilla Rivas",Nasal Immunization with a Fusion Protein Consisting of the Hemagglutinin A Antigenic Region and the Maltose-Binding Protein Elicits CD11c__ CD8__ Dendritic Cells for Induced Long-Term Protective Immunity__,"Environmental Microbiology (2012) 14(8), 1982_¯_¿1994",10.1155/2014/424767,2014,,,,,George Perry,Duplicated bands within same blot panel,1,7/15/2008,,,1.0,1,Christopher Ross,https://pubmed.ncbi.nlm.nih.gov//23727022/,15,https://www.researchgate.net/publication/260996138_Anti-ribosomal-P_antibodies_accelerate_lupus_glomerulonephritis_and_induce_lupus_nephritis_in_naive_mice,Universidad Andrés Bello,Chile,22,24.1,0.872
